Order,Season,Episode,Character Killed,Killer,Method,Method Category,Reason,Location,Importance,Allegiance death,Allegiance killer
175,2,9,Baratheon of Dragonstone soldier,Loras Tyrell,Sword,Blade,Killed during the Battle of the Blackwater,King’s Landing,1.0,House Baratheon of Dragonstone,
176,2,9,Baratheon of Dragonstone soldier,Loras Tyrell,Sword,Blade,Killed during the Battle of the Blackwater,King’s Landing,1.0,House Baratheon of Dragonstone,
177,2,9,Baratheon of Dragonstone soldier,Loras Tyrell,Sword,Blade,Killed during the Battle of the Blackwater,King’s Landing,1.0,House Baratheon of Dragonstone,
178,2,9,Baratheon of Dragonstone soldier,Lannister soldier,Sword,Blade,Killed during the Battle of the Blackwater,King’s Landing,1.0,House Baratheon of Dragonstone,
179,2,9,Baratheon of Dragonstone soldier,Loras Tyrell,Sword,Blade,Killed during the Battle of the Blackwater,King’s Landing,1.0,House Baratheon of Dragonstone,
180,2,9,Baratheon of Dragonstone soldier,Baratheon of King’s Landing soldier,Arrow,Arrow,Killed during the Battle of the Blackwater,King’s Landing,1.0,House Baratheon of Dragonstone,
181,2,9,Baratheon of Dragonstone soldier,Baratheon of King’s Landing soldier,Arrow,Arrow,Killed during the Battle of the Blackwater,King’s Landing,1.0,House Baratheon of Dragonstone,
182,2,10,Stark soldier,Brienne of Tarth,Sword,Blade,Found Brienne transporting Jaime Lannister,Unknown,1.0,House Stark,
183,2,10,Stark soldier,Brienne of Tarth,Sword,Blade,Found Brienne transporting Jaime Lannister,Unknown,1.0,House Stark,
184,2,10,Stark soldier,Brienne of Tarth,Sword,Blade,Found Brienne transporting Jaime Lannister,Unknown,1.0,House Stark,
185,2,10,Maester Luwin,Osha,Knife,Blade,Mercy killed by Osha after being stabbed in the stomach with a spear by Dagmer,Winterfell,3.0,House Stark,
186,2,10,Pyat Pree,Daenerys Targaryen,Dragonfire,Animal,Tried to lock Daenerys away to fuel his magic,Qarth,3.0,Warlocks of Qarth,The Thirteen
187,2,10,Qhorin Halfhand,Jon Snow,Sword (Longclaw),Blade,Part of plan to make the wildlings trust Jon Snow,Beyond the Wall,3.0,Night’s Watch,
188,2,10,Xaro Xhoan Daxos,Daenerys Targaryen,Sealed into vault,Other,Betrayed Daenerys to declare himself king of Qarth,Qarth,3.0,The Thirteen,
189,2,10,Doreah,Daenerys Targaryen,Sealed into vault,Other,Betrayed Daenerys to help Xaro Xhoan Daxos steal the dragons,Qarth,3.0,House Targaryen,The Thirteen
190,3,1,Wight,Jeor Mormont,Fire,Fire/Burning,Attacked Sam Tarly,Beyond the Wall,1.0,,
191,3,1,Manticore,Barristan Selmy,Knife,Blade,Attacked Daenerys Targaryen,Astapor,1.0,,
192,3,2,Hoster Tully,,Illness,Other,,Riverrun,2.0,House Tully,
193,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,1.0,House Bolton,
194,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,1.0,House Bolton,
195,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,1.0,House Bolton,
196,3,3,Bolton soldier,Ramsay Bolton,Arrow,Arrow,Attacked Theon Greyjoy when he tried to escape torture,Dreadfort,1.0,House Bolton,
197,3,4,Bannen,,Broken foot,Other,Critically wounded at the Battle of the Fist of the First Men,Beyond the Wall,1.0,Night’s Watch,
198,3,4,Craster,Karl Tanner,Knife,Blade,Attacked Karl Tanner after he insulted Craster and demanded more food,Beyond the Wall,3.0,Night’s Watch,
199,3,4,Jeor Mormont,Rast,Knife,Blade,Attacked in a mutiny,Beyond the Wall,4.0,Night’s Watch,House Mormont
200,3,4,Astapor slaver,Unsullied,Spear,Polearm,Ordered to by Daenerys Targaryen during her sack of Astapor,Astapor,1.0,Good Masters,
201,3,4,Astapor slaver,Unsullied,Spear,Polearm,Ordered to by Daenerys Targaryen during her sack of Astapor,Astapor,1.0,Good Masters,
202,3,4,Kraznys mo Nakloz,Drogon,Dragonfire,Animal,Daenerys wanted to take the Unsullied army and to free Astapor’s slaves,Astapor,3.0,Good Masters,
203,3,4,Astapor soldier,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,1.0,Good Masters,
204,3,4,Astapor soldier,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,1.0,Good Masters,
205,3,4,Astapor soldier,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,1.0,Good Masters,
206,3,4,Astapor slaver,Unsullied,Spear,Polearm,Ordered by Daenerys Targaryen during her sack of Astapor,Astapor,1.0,Good Masters,
207,3,5,Beric Dondarrion,Sandor “the Hound” Clegane,Sword,Blade,Killed during a trial by combat (Brought back to life by Thoros of Myr using the power of the Lord of Light),Riverlands,3.0,Brotherhood Without Banners,The Lord of Light
208,3,5,Stark soldier,Karstark soldier,Sword,Blade,Killed protecting Willem and Martyn Lannister,Riverrun,1.0,House Stark,
209,3,5,Willem Lannister,Karstark soldier,Unknown,Unknown,"Rickard Karstark wanted revenge for the death of his two sons, who were killed by Jaime Lannister",Riverrun,2.0,House Lannister,
210,3,5,Martyn Lannister,Rickard Karstark,Knife,Blade,"Rickard Karstark wanted revenge for the death of his two sons, who were killed by Jaime Lannister",Riverrun,2.0,House Lannister,
211,3,5,Rickard Karstark,Robb Stark,Sword,Blade,Executed for murdering two Lannister prisoners,Riverrun,3.0,House Karstark,House Stark
212,3,6,Wildling,,Falling,Falling,Fell while climbing the Wall,The Wall,1.0,Free Folk,
213,3,6,Wildling,,Falling,Falling,Fell while climbing the Wall,The Wall,1.0,Free Folk,
214,3,6,Wildling,,Falling,Falling,Fell while climbing the Wall,The Wall,1.0,Free Folk,
215,3,6,Wildling,,Falling,Falling,Fell while climbing the Wall,The Wall,1.0,Free Folk,
216,3,6,Wildling,,Falling,Falling,Fell while climbing the Wall,The Wall,1.0,Free Folk,
217,3,6,Wildling,,Falling,Falling,Fell while climbing the Wall,The Wall,1.0,Free Folk,
218,3,6,Ros,Joffrey Baratheon,Arrow,Arrow,"Killed for Joffrey’s sadistic pleasure. Given to Joffrey by Petyr Baelish, after spying for Varys.",King’s Landing,3.0,Varys,House Baelish
219,3,8,Leech,Stannis Baratheon,Fire,Fire/Burning,Used as part of a magic ritual to kill the “usurpers”,Dragonstone,1.0,,
220,3,8,Leech,Stannis Baratheon,Fire,Fire/Burning,Used as part of a magic ritual to kill the “usurpers”,Dragonstone,1.0,,
221,3,8,Leech,Stannis Baratheon,Fire,Fire/Burning,Used as part of a magic ritual to kill the “usurpers”,Dragonstone,1.0,,
222,3,8,Mero,Daario Naharis,Unknown,Unknown,Daario Naharis did not want to kill Daenerys,Yunkai,2.0,Second Sons,
223,3,8,Prendahl na Ghezn,Daario Naharis,Unknown,Unknown,Daario Naharis did not want to kill Daenerys Targaryen,Yunkai,2.0,Second Sons,
224,3,8,White Walker,Sam Tarly,Dragonglass,Blade,Tried to take Gilly’s infant son,Beyond the Wall,2.0,,
225,3,9,Horse breeder,Ygritte,Arrow,Arrow,Ygritte killed him after Jon Snow couldn’t do so in a test of loyalty,The Gift,2.0,Night’s Watch,
226,3,9,Wildling,Jon Snow,Sword,Blade,Tried to kill Jon Snow when he failed a test of loyalty,The Gift,1.0,Free Folk,
227,3,9,Wildling,Summer,Direwolf teeth,Animal,Bran Stark “warged” into Summer’s mind to help protect Jon Snow from wildlings,The Gift,1.0,Free Folk,
228,3,9,Wildling,Shaggydog,Direwolf teeth,Animal,Bran warged into Summer’s mind to help protect Jon Snow from wildlings,The Gift,1.0,Free Folk,
229,3,9,Orell,Jon Snow,Sword,Blade,Tried to kill Jon Snow when he failed a test of loyalty,The Gift,3.0,Free Folk,
230,3,9,Yunkai soldier,Jorah Mormont,Sword,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
231,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
232,3,9,Yunkai soldier,Grey Worm,Spear,Polearm,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
233,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
234,3,9,Yunkai soldier,Jorah Mormont,Sword,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
235,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
236,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
237,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
238,3,9,Yunkai soldier,Grey Worm,Spear,Polearm,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
239,3,9,Yunkai soldier,Daario Naharis,Knife,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
240,3,9,Yunkai soldier,Daario Naharis,Arakh,Blade,Killed during sacking of Yunkai,Yunkai,1.0,Wise Masters,
241,3,9,Unborn Stark child,Lothar Frey,Knife,Blade,Killed during the Red Wedding,The Twins,2.0,House Stark,
242,3,9,Talisa Stark,Lothar Frey,Knife,Blade,Killed during the Red Wedding,The Twins,4.0,House Stark,
243,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,1.0,House Stark,
244,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
245,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,1.0,House Stark,
246,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,1.0,House Stark,
247,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
248,3,9,Stark soldier,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,1.0,House Stark,
249,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
250,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
251,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
252,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
253,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
254,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
255,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
256,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
257,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
258,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
259,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
260,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
261,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
262,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
263,3,9,Stark soldier,Frey soldier,Sword,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
264,3,9,Grey Wind,Frey soldier,Arrow,Arrow,Killed during the Red Wedding,The Twins,4.0,House Stark,
265,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
266,3,9,Stark soldier,Frey soldier,Knife,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
267,3,9,Robb Stark,Roose Bolton,Knife,Blade,Killed during the Red Wedding,The Twins,4.0,House Stark,
268,3,9,Joyeuse Frey,Catelyn Stark,Knife,Blade,Killed during the Red Wedding,The Twins,2.0,House Frey,
269,3,9,Catelyn Stark,Black Walder Rivers,Knife,Blade,Killed during the Red Wedding,The Twins,4.0,House Stark,House Tully
270,3,10,Stark soldier,Frey soldier,Sword,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
271,3,10,Stark soldier,Frey soldier,Hanging,Other,Killed during the Red Wedding,The Twins,1.0,House Stark,
272,3,10,Stark soldier,Frey soldier,Sword,Blade,Killed during the Red Wedding,The Twins,1.0,House Stark,
273,3,10,Frey soldier,Arya Stark,Knife,Blade,Killed in revenge for the Red Wedding,Riverlands,1.0,House Frey,
274,3,10,Frey soldier,Sandor “the Hound” Clegane,Sword,Blade,Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,Riverlands,1.0,House Frey,
275,3,10,Frey soldier,Sandor “the Hound” Clegane,Sword,Blade,Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,Riverlands,1.0,House Frey,
276,3,10,Frey soldier,Sandor “the Hound” Clegane,Sword,Blade,Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,Riverlands,1.0,House Frey,
277,4,1,Baratheon of King’s Landing soldier,Sandor “the Hound” Clegane,Sword,Blade,Killed in a tavern fight,Riverlands,1.0,House Baratheon of King’s Landing,
278,4,1,Lowell (King’s Soldier),Sandor “the Hound” Clegane,Knife,Blade,Killed in a tavern fight,Riverlands,1.0,House Baratheon of King’s Landing,
279,4,1,Baratheon of King’s Landing soldier,Arya Stark,Sword,Blade,Killed in a tavern fight,Riverlands,1.0,House Baratheon of King’s Landing,
280,4,1,Baratheon of King’s Landing soldier,Sandor “the Hound” Clegane,Sword,Blade,Killed in a tavern fight,Riverlands,1.0,House Baratheon of King’s Landing,
281,4,1,Polliver,Arya Stark,Sword (Needle),Blade,Revenge for killing Lommy,Riverlands,3.0,House Baratheon of King’s Landing,
282,4,2,Tansy,Ramsay Bolton,Dogs,Animal,For Ramsay’s sadistic pleasure,Dreadfort,2.0,Smallfolk,
283,4,2,Axell Florent,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Refused to renounce the Seven as his faith and convert to the Lord of Light,Dragonstone,2.0,House Florent,House Baratheon of Dragonstone
284,4,2,Dragonstone citizen,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Burned as an offering to the Lord of Light,Dragonstone,1.0,House Baratheon of Dragonstone,
285,4,2,Dragonstone citizen,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Burned as an offering to the Lord of Light,Dragonstone,1.0,House Baratheon of Dragonstone,
286,4,2,Deer,Summer,Direwolf teeth,Animal,For food,Beyond the Wall,1.0,,
287,4,2,Joffrey Baratheon,Olenna Tyrell,Poison,Poison,Olenna didn’t want Margaery Tyrell to suffer through a sadistic marriage,King’s Landing,4.0,House Baratheon of King’s Landing,House Lannister
288,4,3,Dontos Hollard,Baelish soldier,Arrow,Arrow,To prevent Dontos from talking about Sansa Stark’s escape,King’s Landing,3.0,House Hollard,
289,4,3,Guymon,Ygritte,Arrow,Arrow,Killed in a wildling attack,The Gift,2.0,Smallfolk,
290,4,3,Olly’s mom,Styr,Axe,Axe,Killed in a wildling attack,The Gift,2.0,Smallfolk,
291,4,3,Peasant,Thenn raider,Unknown,Unknown,Killed in a wildling attack,The Gift,1.0,Smallfolk,
292,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,1.0,Smallfolk,
293,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,1.0,Smallfolk,
294,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,1.0,Smallfolk,
295,4,3,Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,1.0,Smallfolk,
296,4,3,Peasant,Ygritte,Sword,Blade,Killed in a wildling attack,The Gift,1.0,Smallfolk,
297,4,3,Champion of Meereen’s Horse,Daario Naharis,Knife,Blade,Killed in a fight between the Champion of Meereen and Daario,Meereen,1.0,,
298,4,3,Champion of Meereen,Daario Naharis,Arakh,Blade,Killed representing Meereen as its champion,Meereen,2.0,Great Masters,
299,4,4,Meereen slave master,Meereen slaves,Unknown,Unknown,Killed in the sacking of Meereen,Meereen,1.0,Great Masters,
300,4,5,Night’s Watch mutineer,Eddison Tollett,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
301,4,5,Night’s Watch mutineer,Locke,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
302,4,5,Night’s Watch mutineer,Locke,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
303,4,5,Night’s Watch brother,Night’s Watch mutineer,Axe,Axe,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
304,4,5,Night’s Watch brother,Night’s Watch mutineer,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
305,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
306,4,5,Night’s Watch brother,Night’s Watch mutineer,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
307,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
308,4,5,Night’s Watch mutineer,Eddison Tollett,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
309,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
310,4,5,Locke,Hodor/Bran Stark,Hands,Hands,Killed in battle of Craster’s Keep,Beyond the Wall,3.0,House Bolton,
311,4,5,Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
312,4,5,Night’s Watch brother,Karl Tanner,Knife,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
313,4,5,Karl Tanner,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,3.0,Night’s Watch,
314,4,5,Night’s Watch mutineer,Grenn,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,1.0,Night’s Watch,
315,4,5,Rast,Ghost,Direwolf teeth,Animal,Killed in battle of Craster’s Keep,Beyond the Wall,3.0,Night’s Watch,
316,4,6,Bolton soldier,Yara Greyjoy,Axe,Axe,Killed during Yara’s attempt to rescue Theon Greyjoy,Dreadfort,1.0,House Bolton,
317,4,6,Bolton soldier,Greyjoy soldier,Knife,Blade,Killed during Yara’s attempt to rescue Theon Greyjoy,Dreadfort,1.0,House Bolton,
